"random MD","2","15","16","20","31","35","45","47","51"
"Mixed estimates","--","--","--","--","--","--","--","--","--"
"Combination:Isotonic_Crystalloid",0,0,51.6076,0,0,0,48.3924,0,0
"Isotonic_Crystalloid:Natural_Colloid",14.74,3.9576,0,28.8496,3.3452,3.2074,0,41.6704,4.2299
"Isotonic_Crystalloid:Synthetic_Colloid",7.69,22.7197,0,3.146,19.2042,18.4129,0,4.544,24.2832
"Natural_Colloid:Synthetic_Colloid",44.86,7.4023,0,11.2788,6.2569,5.9991,0,16.2912,7.9117
"Indirect estimates","--","--","--","--","--","--","--","--","--"
"Combination:Natural_Colloid",9.8267,2.6384,23.2681,14.4248,2.2301,2.1382,21.8185,20.8352,2.8199
"Combination:Synthetic_Colloid",5.1267,11.3598,24.4809,2.0973,9.6021,9.2065,22.9558,3.0294,12.1416
